../datasets/symbols/14/_29.bmp 1 0 0 40 51
../datasets/symbols/14/_138.bmp 1 0 0 40 50
../datasets/symbols/14/_28.bmp 1 0 0 40 50
../datasets/symbols/14/_166.bmp 1 0 0 40 54
../datasets/symbols/14/_244.bmp 1 0 0 40 54
../datasets/symbols/14/_100.bmp 1 0 0 40 56
../datasets/symbols/14/_87.bmp 1 0 0 40 52
../datasets/symbols/14/_72.bmp 1 0 0 40 54
../datasets/symbols/14/_33.bmp 1 0 0 40 52
../datasets/symbols/14/_265.bmp 1 0 0 40 54
../datasets/symbols/14/_103.bmp 1 0 0 40 51
../datasets/symbols/14/_158.bmp 1 0 0 40 50
../datasets/symbols/14/_43.bmp 1 0 0 40 54
../datasets/symbols/14/_63.bmp 1 0 0 40 52
../datasets/symbols/14/_226.bmp 1 0 0 40 52
../datasets/symbols/14/_260.bmp 1 0 0 40 54
../datasets/symbols/14/_30.bmp 1 0 0 40 46
../datasets/symbols/14/_175.bmp 1 0 0 40 52
../datasets/symbols/14/_263.bmp 1 0 0 40 54
../datasets/symbols/14/_238.bmp 1 0 0 40 58
../datasets/symbols/14/_27.bmp 1 0 0 40 52
../datasets/symbols/14/_99.bmp 1 0 0 40 54
../datasets/symbols/14/_89.bmp 1 0 0 40 52
../datasets/symbols/14/_154.bmp 1 0 0 40 52
../datasets/symbols/14/_48.bmp 1 0 0 40 52
../datasets/symbols/14/_96.bmp 1 0 0 40 56
../datasets/symbols/14/_4.bmp 1 0 0 40 56
../datasets/symbols/14/_119.bmp 1 0 0 40 52
../datasets/symbols/14/_22.bmp 1 0 0 40 51
../datasets/symbols/14/_140.bmp 1 0 0 40 50
../datasets/symbols/14/_106.bmp 1 0 0 40 56
../datasets/symbols/14/_71.bmp 1 0 0 40 56
../datasets/symbols/14/_257.bmp 1 0 0 40 52
../datasets/symbols/14/_57.bmp 1 0 0 40 56
../datasets/symbols/14/_51.bmp 1 0 0 40 42
../datasets/symbols/14/_256.bmp 1 0 0 40 52
../datasets/symbols/14/_228.bmp 1 0 0 40 51
../datasets/symbols/14/_73.bmp 1 0 0 40 50
../datasets/symbols/14/_1.bmp 1 0 0 40 54
../datasets/symbols/14/_219.bmp 1 0 0 40 54
../datasets/symbols/14/_55.bmp 1 0 0 40 56
../datasets/symbols/14/_184.bmp 1 0 0 40 54
